mls_listing_number,address,list_price,total_bedrooms,total_bathrooms,total_square_feet,property_type,architecture_style,neighborhood_name,school_district_name,elementary_school_name,middle_school_name,high_school_name,listing_description,views
SF842501,"3657 32nd Ave #17, San Francisco, CA",2200000,5,5.5,3200,Single Family,Spanish Colonial,Outer Sunset,San Francisco Unified School District,Lawton Elementary,Hoover Middle School,Abraham Lincoln High School,"Rare opportunity to own a meticulously restored Spanish Colonial in Outer Sunset. This 5-bed, 5.5-bath home (3,200 sq ft) balances period character with modern updates. The gourmet kitchen with waterfall island and wine refrigerator leads to a wrap-around deck, ideal for entertaining. Upstairs, the sun-drenched primary bedroom features period windows. Original fir floors throughout. 1-car parking and dedicated laundry room. Enjoy breathtaking garden views from the living areas and primary suite. Outer Sunset is celebrated for relaxed, breezy neighborhood beloved for its ocean proximity and surf culture — this home delivers it all.",Garden View
SF734473,"1026 14th St, San Francisco, CA",1650000,2,2.0,1500,Condo,Contemporary,Duboce Triangle,San Francisco Unified School District,Harvey Milk Civil Rights Academy,James Lick Middle School,Abraham Lincoln High School,"Welcome to unit #7D — a sun-drenched 2BD/2.0BA residence in one of Duboce Triangle's most desirable buildings. At 1,500 sq ft, this contemporary condo offers updated kitchen with gas range and subway tile backsplash, custom built-ins, and engineered hardwood floors. Amenities include a rooftop lounge. In-unit washer/dryer, 2-car garage. Enjoy breathtaking garden views from the living areas and primary suite.",Garden View
SF117779,"3417 Montgomery St, San Francisco, CA",850000,2,2.5,1200,Condo,Edwardian,Financial District,San Francisco Unified School District,Spring Valley Elementary,Marina Middle School,City Arts & Tech High School,"Welcome to unit #24B — a luminous 2BD/2.5BA residence in one of Financial District's most desirable buildings. At 1,200 sq ft, this edwardian condo offers designer kitchen with integrated appliances and pantry, custom built-ins, and heated tile floors. Amenities include a rooftop lounge. In-unit washer/dryer, 2-car garage. Enjoy breathtaking bay views from the living areas and primary suite.",Bay View
SF185101,"1715 Panorama Dr, San Francisco, CA",1550000,3,4.0,3450,Single Family,Edwardian,Twin Peaks,San Francisco Unified School District,Miraloma Elementary,Aptos Middle School,Abraham Lincoln High School,"Exceptional Edwardian 3BD/4.0BA in coveted Twin Peaks. Spanning 3,450 sq ft, this light-filled home features chef's kitchen with Carrara marble countertops and stainless appliances, gleaming hardwood floors, and a rooftop terrace. The spacious primary suite offers a private deck and ensuite bath. Additional highlights: dedicated laundry room, deeded parking, formal dining room, and a statement fireplace in the living room. Situated on a quiet tree-lined block in Twin Peaks — hilltop retreat with 360-degree panoramic views of the entire city. Enjoy breathtaking panoramic city views from the living areas and primary suite.",Panoramic City View
SF616137,"157 Divisadero St #19C, San Francisco, CA",1100000,2,2.0,550,Condo,Loft,Marina,San Francisco Unified School District,Winfield Scott Elementary,Marina Middle School,George Washington High School,"Modern living in the vibrant Marina neighborhood. This sleek 2BD/2.0BA loft condo (550 sq ft) features gourmet kitchen with waterfall island and wine refrigerator, Bosch appliances, and a rooftop terrace. Light-filled throughout with oversized windows flooding rooms with natural light. Building features gym, rooftop, and storage. Washer/dryer hookups and 1-car parking included. Enjoy breathtaking bay views from the living areas and primary suite.",Bay View
SF636666,"3052 Howard St, San Francisco, CA",1525000,2,2.5,1000,Townhouse,Victorian,SOMA,San Francisco Unified School District,Mira Loma Elementary,Francisco Middle School,City Arts & Tech High School,"Stunning 2BD/2.5BA Victorian townhouse in SOMA — the best of both worlds: the space of a home with the ease of condo living. Spanning 1,000 sq ft across three levels, this naturally lit residence features chef's kitchen with Carrara marble countertops and stainless appliances, a private rooftop deck, and tandem garage. Open living/dining on the main level flows to a wrap-around deck. The primary suite occupies its own floor with an ensuite bath and private terrace. Washer/dryer hookups on bedroom level. Enjoy breathtaking bay views from the living areas and primary suite.",Bay View
SF100283,"1252 Mission St, San Francisco, CA",1650000,2,2.5,1450,Townhouse,Craftsman,Excelsior,San Francisco Unified School District,Guadalupe Elementary,Aptos Middle School,John O'Connell High School,"Exceptional end-unit Craftsman townhouse in the heart of Excelsior. 2 bedrooms, 2.5 baths, 1,450 sq ft. Designed for modern living with bright eat-in kitchen with breakfast nook and garden window, open-plan great room, and a shared roof deck with panoramic views. Generous primary suite with spa bath and walk-in closet. Tandem garage, washer/dryer hookups, smart home features throughout. Enjoy breathtaking city views from the living areas and primary suite. Walk to Excelsior's acclaimed restaurants, parks, and Muni.",City View
SF383185,"1638 California St, San Francisco, CA",1150000,0,1.0,750,Condo,High-Rise,Nob Hill,San Francisco Unified School District,Spring Valley Elementary,Marina Middle School,City Arts & Tech High School,"Sophisticated 0BD/1.0BA high-rise condo in the heart of Nob Hill. This luminous 750 sq ft residence features chef's kitchen with Carrara marble countertops and stainless appliances, open-concept living/dining, and floor-to-ceiling windows. The primary suite offers a spa-inspired bath with dual vanity. In-unit washer/dryer, deeded parking, and a rooftop terrace round out this exceptional offering. Enjoy breathtaking city views from the living areas and primary suite. Walk to Nob Hill's parks, cafés, and transit.",City View
SF400434,"2707 Andover St, San Francisco, CA",1500000,3,4.0,3450,Single Family,Contemporary,Bernal Heights,San Francisco Unified School District,Esther Clark Elementary,Everett Middle School,Mission High School,"Rare opportunity to own a meticulously restored Contemporary in Bernal Heights. This 3-bed, 4.0-bath home (3,450 sq ft) balances period character with modern updates. The updated kitchen with gas range and subway tile backsplash leads to an expansive yard, ideal for entertaining. Upstairs, the bright and airy primary bedroom features period windows. Original hardwood floors throughout. 2-car garage and in-unit laundry closet. Enjoy breathtaking bay views from the living areas and primary suite. Bernal Heights is celebrated for tight-knit hilltop community with stunning panoramic views — this home delivers it all.",Bay View
SF763431,"3387 Vallejo St, San Francisco, CA",2825000,4,5.0,2550,Townhouse,Victorian,Russian Hill,San Francisco Unified School District,Francisco Elementary,Francisco Middle School,Galileo High School,"Stunning 4BD/5.0BA Victorian townhouse in Russian Hill — the best of both worlds: the space of a home with the ease of condo living. Spanning 2,550 sq ft across three levels, this luminous residence features updated kitchen with gas range and subway tile backsplash, a private rooftop deck, and 1-car parking. Open living/dining on the main level flows to a private rear garden. The primary suite occupies its own floor with a spa bath, dual vanities, and walk-in closet. Washer/dryer hookups on bedroom level. Enjoy breathtaking bay views from the living areas and primary suite.",Bay View
SF619257,"3390 Burrows St #21, San Francisco, CA",925000,2,2.5,950,Condo,Modern,Portola,San Francisco Unified School District,James Denman Middle,James Denman Middle School,John O'Connell High School,"Sophisticated 2BD/2.5BA modern condo in the heart of Portola. This sun-drenched 950 sq ft residence features fully remodeled kitchen with custom cabinetry and quartz countertops, open-concept living/dining, and floor-to-ceiling windows. The primary suite offers a spa-inspired bath with dual vanity. In-unit washer/dryer, 1-car garage, and a shared roof deck with panoramic views round out this exceptional offering. Walk to Portola's parks, cafés, and transit.",None
SF624282,"3163 Elizabeth St #23B, San Francisco, CA",2975000,3,4.0,2750,Single Family,Victorian,Noe Valley,San Francisco Unified School District,Alvarado Elementary,Aptos Middle School,Abraham Lincoln High School,"Welcome to this stunning Victorian home nestled in the heart of Noe Valley. This naturally lit 3-bedroom, 4.0-bath residence offers 2,750 sq ft of thoughtfully designed living space soaking in city views. The gourmet kitchen with waterfall island and wine refrigerator anchors the main floor, opening to a sunny deck. Original architectural details — including period moldings and hardwood floors — have been lovingly preserved. Naturally lit primary suite with spa bath. Dedicated laundry room and deeded parking complete the package. Enjoy breathtaking city views from the living areas and primary suite. Steps from Noe Valley's best cafés and parks.",City View
SF630888,"3798 States St, San Francisco, CA",1400000,2,2.5,1600,Condo,Art Deco,Castro,San Francisco Unified School District,Sanchez Elementary,James Lick Middle School,Abraham Lincoln High School,"Welcome to unit #9A — a sun-drenched 2BD/2.5BA residence in one of Castro's most desirable buildings. At 1,600 sq ft, this art deco condo offers updated kitchen with gas range and subway tile backsplash, custom built-ins, and heated tile floors. Amenities include a fitness center and concierge. Washer/dryer hookups, 2-car garage. Enjoy breathtaking city views from the living areas and primary suite.",City View
SF947688,"3887 Frederick St, San Francisco, CA",1600000,2,2.5,1750,Single Family,Edwardian,Cole Valley,San Francisco Unified School District,Harvey Milk Civil Rights Academy,Aptos Middle School,Galileo High School,"Exceptional Edwardian 2BD/2.5BA in coveted Cole Valley. Spanning 1,750 sq ft, this sun-soaked home features bright eat-in kitchen with breakfast nook and garden window, gleaming hardwood floors, and a charming Juliet balcony. The spacious primary suite offers a walk-in closet and spa-inspired bath. Additional highlights: in-unit washer/dryer, 1-car garage, formal dining room, and a gas fireplace for cool SF evenings. Situated on a premium block in Cole Valley — small, walkable village between the Haight and Inner Sunset.",None
